CustomerKey,FirstName,LastName,MaritalStatus,Gender,YearlyIncome,Education,Occupation,City,StateProvince,Country,NumberOfOrders,TotalQuantity,TotalAmount
27953,Marie,Garcia,M,F,"$160,000.00 ",Partial College,Professional,Oxford,England,United Kingdom,2,2,$548.98 
27954,Brenda,Saunders,S,F,"$80,000.00 ",High School,Professional,Paris,Seine (Paris),France,2,2,$39.98 
27955,Ramon,Wu,M,M,"$130,000.00 ",High School,Professional,Billericay,England,United Kingdom,2,2,$38.98 
27956,Terrence,Jai,M,M,"$130,000.00 ",High School,Professional,Maidenhead,England,United Kingdom,3,3,$553.97 
27957,Tabitha,Suri,S,F,"$130,000.00 ",High School,Professional,Oxford,England,United Kingdom,2,2,$6.28 
27958,Marcus,Clark,S,M,"$150,000.00 ",Bachelors,Management,Peterborough,England,United Kingdom,2,2,$38.98 
27959,Armando,Ramos,S,M,"$110,000.00 ",Partial College,Management,Leipzig,Nordrhein-Westfalen,Germany,2,2,$54.98 
27960,Randall,Alonso,M,M,"$110,000.00 ",Partial College,Management,Paderborn,Nordrhein-Westfalen,Germany,2,2,$7.28 
27961,Alejandro,Zheng,M,M,"$70,000.00 ",Partial High School,Skilled Manual,Boulogne-sur-Mer,Pas de Calais,France,2,2,$29.48 
27962,Rebekah,Martin,S,F,"$80,000.00 ",High School,Management,Lille,Nord,France,2,2,$7.28 
27963,Kendra,Dominguez,M,F,"$120,000.00 ",Partial College,Management,Hamburg,Hessen,Germany,2,2,$7.28 
27964,Alicia,Shan,S,F,"$150,000.00 ",High School,Management,Leeds,England,United Kingdom,2,2,$6.28 
27965,Meredith,Gomez,S,F,"$160,000.00 ",High School,Management,Milton Keynes,England,United Kingdom,3,3,$565.47 
27966,Jenny,Chen,S,F,"$80,000.00 ",High School,Management,Les Ulis,Essonne,France,2,2,$39.98 
27967,Stefanie,Patel,S,F,"$170,000.00 ",Partial High School,Professional,York,England,United Kingdom,3,3,$553.97 
27968,Roger,Xu,M,M,"$70,000.00 ",Bachelors,Professional,St. Leonards,New South Wales,Australia,2,2,$39.98 
27969,Bryant,Patel,M,M,"$80,000.00 ",Bachelors,Professional,Brisbane,Queensland,Australia,3,3,$599.47 
27970,Willie,Andersen,M,M,"$80,000.00 ",Bachelors,Professional,North Ryde,New South Wales,Australia,3,3,$64.47 
27971,Jodi,Jai,S,F,"$80,000.00 ",Bachelors,Professional,Goulburn,New South Wales,Australia,2,2,$58.98 
27972,Leonard,Smith,M,M,"$90,000.00 ",Bachelors,Professional,Port Macquarie,New South Wales,Australia,3,3,$67.93 
27973,Randall,Serrano,M,M,"$100,000.00 ",High School,Management,Seaford,Victoria,Australia,1,1,$539.99 
27974,Dustin,Shen,S,M,"$160,000.00 ",High School,Management,Gold Coast,Queensland,Australia,3,3,$553.97 
27975,Jay,Gill,S,M,"$90,000.00 ",Bachelors,Professional,Goulburn,New South Wales,Australia,3,3,$83.47 
27976,Dominique,Gonzalez,S,F,"$90,000.00 ",Bachelors,Professional,Coffs Harbour,New South Wales,Australia,2,2,$58.98 
27977,Jerome,Alonso,S,M,"$100,000.00 ",High School,Management,Lavender Bay,New South Wales,Australia,3,3,$553.97 
27978,Barbara,Luo,S,F,"$80,000.00 ",Bachelors,Professional,Milsons Point,New South Wales,Australia,2,2,$29.48 
27979,Ramon,Zeng,M,M,"$80,000.00 ",Bachelors,Professional,Newcastle,New South Wales,Australia,1,1,$4.99 
27980,Crystal,Hu,M,F,"$80,000.00 ",Bachelors,Professional,Darlinghurst,New South Wales,Australia,2,2,$29.48 
27981,Aimee,Hu,S,F,"$80,000.00 ",Bachelors,Professional,Melton,Victoria,Australia,2,2,$39.98 
27982,Cesar,Perez,S,M,"$120,000.00 ",Partial High School,Professional,Darlinghurst,New South Wales,Australia,2,2,$603.49 
27983,Ruben,Saunders,S,M,"$100,000.00 ",High School,Management,Cloverdale,South Australia,Australia,1,1,$539.99 
27984,Rebekah,Ramos,S,F,"$100,000.00 ",High School,Management,Hawthorne,Queensland,Australia,2,2,$561.48 
27985,Michele,Shen,S,F,"$100,000.00 ",Partial High School,Professional,Malabar,New South Wales,Australia,1,1,$539.99 
27986,Henry,Vance,S,M,"$110,000.00 ",High School,Management,Lavender Bay,New South Wales,Australia,3,3,$553.97 
27987,Wyatt,Jenkins,S,M,"$110,000.00 ",High School,Management,Geelong,Victoria,Australia,3,3,$553.97 
27988,Dylan,Ross,M,M,"$40,000.00 ",High School,Professional,Fremont,California,United States,2,2,$7.28 
27989,Joseph,Thomas,M,M,"$30,000.00 ",High School,Professional,Newport Beach,California,United States,1,1,$3.99 
27990,Katherine,Thompson,S,F,"$30,000.00 ",High School,Professional,Novato,California,United States,2,2,$38.98 
27991,Natalie,Rivera,M,F,"$30,000.00 ",High School,Professional,Oregon City,Oregon,United States,1,1,$2.29 
27992,Dylan,Taylor,S,M,"$30,000.00 ",High School,Professional,Salem,Oregon,United States,1,1,$2.29 
27993,Hunter,Miller,S,M,"$30,000.00 ",High School,Professional,Santa Cruz,California,United States,1,1,$2.29 
27994,Jodi,Rai,M,F,"$40,000.00 ",High School,Professional,Beaverton,Oregon,United States,2,2,$7.28 
27995,Carlos,Stewart,S,M,"$40,000.00 ",High School,Professional,Berkeley,California,United States,1,1,$4.99 
27996,Angela,Alexander,M,F,"$50,000.00 ",Graduate Degree,Management,Mill Valley,California,United States,3,3,$67.93 
27997,Lydia,Malhotra,S,F,"$50,000.00 ",Graduate Degree,Management,Burlingame,California,United States,1,1,$4.99 
27998,Ethan,Lewis,S,M,"$50,000.00 ",Graduate Degree,Management,Shawnee,British Columbia,Canada,3,3,$144.47 
27999,Nathan,Shan,S,M,"$60,000.00 ",Graduate Degree,Management,Portland,Oregon,United States,4,4,$102.96 
28000,Rebecca,Roberts,S,F,"$60,000.00 ",Graduate Degree,Management,Langley,British Columbia,Canada,2,2,$94.48 
28001,Sydney,Rodriguez,M,F,"$60,000.00 ",Graduate Degree,Management,Burlingame,California,United States,2,2,$39.98 
28002,Christy,Kumar,S,F,"$60,000.00 ",Graduate Degree,Management,Bremerton,Washington,United States,2,2,$39.98 
28003,Julia,Sanchez,M,F,"$60,000.00 ",Graduate Degree,Management,Lynnwood,Washington,United States,1,1,$4.99 
28004,Andrea,Edwards,M,F,"$60,000.00 ",Bachelors,Management,Marysville,Washington,United States,2,2,$7.28 
28005,Amber,Young,M,F,"$60,000.00 ",Graduate Degree,Management,Berkeley,California,United States,2,2,$7.28 
28006,Seth,Torres,S,M,"$50,000.00 ",Bachelors,Management,Long Beach,California,United States,2,2,$7.28 
28007,Clayton,Ye,M,M,"$50,000.00 ",Bachelors,Management,Beverly Hills,California,United States,2,2,$39.98 
28008,Jada,Baker,S,F,"$60,000.00 ",Bachelors,Management,Salem,Oregon,United States,2,2,$7.28 
28009,Arianna,Washington,S,F,"$50,000.00 ",Bachelors,Management,La Jolla,California,United States,2,2,$7.28 
28010,Justin,Long,S,M,"$50,000.00 ",Bachelors,Management,Oregon City,Oregon,United States,3,3,$64.47 
28011,Andrew,Lan,M,M,"$60,000.00 ",Bachelors,Management,Milwaukie,Oregon,United States,2,2,$7.28 
28012,Ian,Stewart,S,M,"$60,000.00 ",Bachelors,Management,Lake Oswego,Oregon,United States,2,2,$7.28 
28013,James,Miller,M,M,"$30,000.00 ",High School,Professional,Port Hammond,British Columbia,Canada,1,1,"$3,578.27 "
28014,Rachel,Robinson,S,F,"$30,000.00 ",Partial High School,Clerical,Beverly Hills,California,United States,1,1,"$3,578.27 "
28015,Christian,Chen,M,M,"$40,000.00 ",High School,Professional,Kirkland,Washington,United States,2,2,$29.48 
28016,Cody,Sanders,S,M,"$20,000.00 ",Partial High School,Clerical,Newport Beach,California,United States,1,1,$2.29 
28017,Christopher,Martin,S,M,"$30,000.00 ",Partial High School,Clerical,Bremerton,Washington,United States,1,1,"$3,578.27 "
28018,Rachel,Foster,S,F,"$30,000.00 ",Partial High School,Skilled Manual,Redwood City,California,United States,1,1,"$3,578.27 "
28019,Melissa,Ramirez,M,F,"$40,000.00 ",High School,Professional,Edmonds,Washington,United States,2,2,$7.28 
28020,Lucas,Griffin,S,M,"$40,000.00 ",High School,Professional,Everett,Washington,United States,2,2,$39.98 
28021,Katherine,Nelson,S,F,"$40,000.00 ",High School,Professional,Port Hammond,British Columbia,Canada,2,2,$78.98 
28022,Jason,Lopez,S,M,"$40,000.00 ",High School,Professional,Downey,California,United States,1,1,"$3,578.27 "
28023,Andrea,James,S,F,"$40,000.00 ",High School,Professional,Corvallis,Oregon,United States,2,2,$39.98 
28024,Miguel,Perry,M,M,"$70,000.00 ",Bachelors,Management,Burlingame,California,United States,5,5,$194.72 
28025,Mya,Russell,M,F,"$40,000.00 ",High School,Professional,Vancouver,British Columbia,Canada,1,1,$69.99 
28026,Paige,Ross,M,F,"$40,000.00 ",High School,Professional,Palo Alto,California,United States,2,2,$7.28 
28027,Destiny,Hughes,M,F,"$40,000.00 ",High School,Professional,Victoria,British Columbia,Canada,2,2,$119.98 
28028,Elijah,Allen,S,M,"$40,000.00 ",High School,Professional,Marysville,Washington,United States,3,3,$64.47 
28029,Seth,Price,M,M,"$40,000.00 ",High School,Professional,Burbank,California,United States,2,2,$39.98 
28030,Jason,Gonzalez,S,M,"$70,000.00 ",Bachelors,Management,Beaverton,Oregon,United States,3,3,"$5,971.33 "
28031,Kari,Navarro,S,F,"$70,000.00 ",Bachelors,Management,Chula Vista,California,United States,4,4,"$6,047.32 "
28032,Grace,Coleman,M,F,"$70,000.00 ",Bachelors,Management,Glendale,California,United States,3,3,$75.47 
28033,Gavin,Jenkins,S,M,"$70,000.00 ",Bachelors,Management,Burlingame,California,United States,2,2,$25.48 
28034,Gabriella,Stewart,M,F,"$40,000.00 ",High School,Professional,Langford,British Columbia,Canada,1,1,$69.99 
28035,Gabriella,Green,M,F,"$40,000.00 ",High School,Professional,Newton,British Columbia,Canada,1,1,$69.99 
28036,Jonathan,Gonzales,S,M,"$40,000.00 ",High School,Professional,Sooke,British Columbia,Canada,1,1,"$3,578.27 "
28037,Jeremiah,Gonzales,M,M,"$70,000.00 ",Partial College,Professional,Woodburn,Oregon,United States,3,3,$34.47 
28038,Philip,Gomez,M,M,"$70,000.00 ",Partial College,Professional,Bellflower,California,United States,5,5,"$5,985.31 "
28039,Xavier,Lee,S,M,"$60,000.00 ",Bachelors,Management,Palo Alto,California,United States,1,1,"$3,578.27 "
28040,Jack,Mitchell,M,M,"$60,000.00 ",Partial College,Professional,Everett,Washington,United States,1,1,"$3,578.27 "
28041,Rebecca,Wright,S,F,"$60,000.00 ",Partial College,Professional,Olympia,Washington,United States,1,1,"$3,578.27 "
28042,Joseph,Brown,S,M,"$60,000.00 ",Bachelors,Management,Concord,California,United States,1,1,"$3,578.27 "
28043,Gabrielle,Young,M,F,"$60,000.00 ",Bachelors,Management,Concord,California,United States,2,2,$39.98 
28044,Jimmy,Navarro,S,M,"$60,000.00 ",Bachelors,Management,Concord,California,United States,1,1,"$3,578.27 "
28045,Zachary,Thomas,M,M,"$40,000.00 ",Partial High School,Skilled Manual,Haney,British Columbia,Canada,2,2,$119.98 
28046,Michelle,Reed,M,F,"$40,000.00 ",Partial High School,Skilled Manual,Langford,British Columbia,Canada,1,1,$69.99 
28047,Jay,Sanchez,S,M,"$60,000.00 ",Partial College,Professional,Beaverton,Oregon,United States,1,1,"$3,578.27 "
28048,Samuel,Powell,M,M,"$70,000.00 ",Partial College,Professional,Lemon Grove,California,United States,3,3,$84.47 
28049,Xavier,Washington,S,M,"$70,000.00 ",Partial College,Professional,Oakland,California,United States,3,3,$27.77 
28050,Isaiah,Evans,M,M,"$80,000.00 ",Bachelors,Management,Santa Monica,California,United States,1,1,$21.49 
28051,Thomas,Young,S,M,"$60,000.00 ",High School,Professional,Vancouver,British Columbia,Canada,1,1,"$3,578.27 "
28052,Franklin,Li,M,M,"$60,000.00 ",High School,Professional,Bremerton,Washington,United States,3,3,$67.93 
28053,Jared,Howard,M,M,"$60,000.00 ",Partial College,Professional,Beverly Hills,California,United States,3,3,$68.97 
28054,Carol,Cox,M,F,"$70,000.00 ",Partial College,Professional,Redwood City,California,United States,2,2,$25.48 
28055,Brooke,Peterson,S,F,"$70,000.00 ",High School,Professional,Port Orchard,Washington,United States,2,2,$75.48 
28056,Alex,Gray,M,M,"$70,000.00 ",Partial High School,Skilled Manual,Walla Walla,Washington,United States,2,2,$30.48 
28057,Rachel,Anderson,M,F,"$70,000.00 ",Partial High School,Skilled Manual,Seattle,Washington,United States,1,1,$21.49 
28058,Jaime,Alvarez,S,F,"$70,000.00 ",Partial High School,Skilled Manual,Burlingame,California,United States,1,1,$21.49 
28059,Bradley,Shen,S,M,"$60,000.00 ",Partial High School,Skilled Manual,Bellflower,California,United States,4,4,$82.47 
28060,Blake,Rodriguez,M,M,"$60,000.00 ",Graduate Degree,Professional,Salem,Oregon,United States,2,2,$39.98 
28061,Kyle,Lopez,S,M,"$70,000.00 ",Graduate Degree,Professional,Burlingame,California,United States,4,4,"$6,006.32 "
28062,Xavier,Roberts,S,M,"$70,000.00 ",Graduate Degree,Professional,Santa Monica,California,United States,2,2,"$5,962.34 "
28063,Gabrielle,Turner,M,F,"$70,000.00 ",Graduate Degree,Professional,Santa Cruz,California,United States,5,5,"$6,026.31 "
28064,Tamara,Nath,S,F,"$70,000.00 ",Graduate Degree,Professional,Beaverton,Oregon,United States,2,2,"$5,962.34 "
28065,Carrie,Gill,S,F,"$70,000.00 ",Graduate Degree,Professional,Beverly Hills,California,United States,3,3,"$5,997.33 "
28066,Justin,Taylor,M,M,"$80,000.00 ",Graduate Degree,Professional,Downey,California,United States,3,3,"$5,997.33 "
28067,Olivia,Bennett,M,F,"$80,000.00 ",Graduate Degree,Professional,Lemon Grove,California,United States,3,3,"$5,997.33 "
28068,Amanda,Wood,S,F,"$80,000.00 ",Graduate Degree,Professional,Newport Beach,California,United States,4,4,"$6,021.82 "
28069,Jacob,Johnson,S,M,"$80,000.00 ",Bachelors,Management,Sooke,British Columbia,Canada,3,3,$553.97 
28070,Ian,Morris,S,M,"$80,000.00 ",Bachelors,Management,Daly City,California,United States,3,3,"$5,997.33 "
28071,Trevor,Ross,M,M,"$80,000.00 ",Bachelors,Management,Berkeley,California,United States,3,3,"$5,971.33 "
28072,Alyssa,Morris,M,F,"$80,000.00 ",Bachelors,Management,Metchosin,British Columbia,Canada,2,2,$548.98 
28073,Mackenzie,Green,S,F,"$100,000.00 ",Bachelors,Management,Port Hammond,British Columbia,Canada,2,2,$7.28 
28074,Justin,Davis,M,M,"$100,000.00 ",Bachelors,Management,Vancouver,British Columbia,Canada,2,2,$12.94 
28075,Edward,Jones,S,M,"$110,000.00 ",Graduate Degree,Management,Spokane,Washington,United States,4,4,$88.42 
28076,Logan,Williams,S,M,"$110,000.00 ",Graduate Degree,Management,Redwood City,California,United States,3,3,"$5,997.33 "
28077,Sarah,Williams,S,F,"$120,000.00 ",Bachelors,Management,San Gabriel,California,United States,1,1,$21.49 
28078,Jack,Young,S,M,"$80,000.00 ",Bachelors,Management,Lake Oswego,Oregon,United States,5,5,"$6,011.31 "
28079,Haley,Phillips,M,F,"$90,000.00 ",Partial College,Skilled Manual,Shawnee,British Columbia,Canada,2,2,$39.98 
28080,Isabella,Peterson,S,F,"$90,000.00 ",Partial College,Skilled Manual,Victoria,British Columbia,Canada,2,2,$39.98 
28081,Paige,Watson,M,F,"$100,000.00 ",Bachelors,Management,Portland,Oregon,United States,2,2,$25.48 
28082,Nathaniel,Peterson,S,M,"$100,000.00 ",Bachelors,Management,Puyallup,Washington,United States,3,3,$60.47 
28083,Kaitlyn,Foster,M,F,"$110,000.00 ",Graduate Degree,Management,Bellflower,California,United States,2,2,"$5,962.34 "
28084,Cameron,McDonald,S,M,"$110,000.00 ",Graduate Degree,Management,Berkeley,California,United States,3,3,$60.47 
28085,Jeremiah,Evans,M,M,"$40,000.00 ",High School,Skilled Manual,Marysville,Washington,United States,1,1,$4.99 
28086,Bridget,Anand,S,F,"$40,000.00 ",Partial College,Skilled Manual,Bellflower,California,United States,3,3,$166.28 
28087,Maria,Simmons,S,F,"$40,000.00 ",Partial College,Skilled Manual,Bellflower,California,United States,2,2,$7.28 
28088,Marshall,Lal,M,M,"$40,000.00 ",Partial College,Skilled Manual,Bellflower,California,United States,1,1,"$3,578.27 "
28089,Xavier,Campbell,M,M,"$40,000.00 ",Partial College,Skilled Manual,Chula Vista,California,United States,3,3,$15.23 
28090,Edward,Walker,M,M,"$40,000.00 ",Partial College,Skilled Manual,Fremont,California,United States,2,2,$39.98 
28091,Valerie,Liang,S,F,"$20,000.00 ",High School,Skilled Manual,Newcastle,New South Wales,Australia,2,2,"$1,249.84 "
28092,Morgan,Hall,S,F,"$40,000.00 ",High School,Skilled Manual,Haney,British Columbia,Canada,1,1,"$3,578.27 "
28093,Brad,Kumar,M,M,"$30,000.00 ",Partial College,Skilled Manual,Bellingham,Washington,United States,1,1,$2.29 
28094,Melanie,Peterson,M,F,"$30,000.00 ",Partial College,Skilled Manual,Lake Oswego,Oregon,United States,1,1,$2.29 
28095,Natalie,Bryant,M,F,"$30,000.00 ",Partial College,Skilled Manual,Sedro Woolley,Washington,United States,1,1,$2.29 
28096,Alexandra,Stewart,M,F,"$60,000.00 ",Partial College,Skilled Manual,Berkeley,California,United States,1,1,"$3,578.27 "
28097,Jennifer,Barnes,S,F,"$60,000.00 ",Partial College,Skilled Manual,Chula Vista,California,United States,1,1,"$3,578.27 "
28098,Roger,Zhu,M,M,"$30,000.00 ",Partial College,Clerical,Sunbury,Victoria,Australia,2,2,"$1,249.84 "
28099,Jesse,Turner,M,M,"$70,000.00 ",Partial College,Skilled Manual,Woodland Hills,California,United States,4,4,"$6,021.82 "
28100,Kimberly,Gray,S,F,"$90,000.00 ",Partial College,Skilled Manual,Woodland Hills,California,United States,3,3,$49.97 
28101,Timothy,Bell,S,M,"$40,000.00 ",Bachelors,Professional,Port Hammond,British Columbia,Canada,2,2,$78.98 
28102,Arturo,Deng,M,M,"$20,000.00 ",High School,Skilled Manual,North Ryde,New South Wales,Australia,3,3,"$1,299.83 "
28103,Pedro,Martin,S,M,"$20,000.00 ",Partial High School,Clerical,Silverwater,New South Wales,Australia,1,1,"$1,214.85 "
28104,Hannah,Williams,M,F,"$60,000.00 ",Partial College,Skilled Manual,Coronado,California,United States,2,2,$7.28 
28105,Hannah,Garcia,M,F,"$60,000.00 ",Partial College,Skilled Manual,Downey,California,United States,2,2,$7.28 
28106,Chloe,Williams,M,F,"$60,000.00 ",Partial College,Skilled Manual,Grossmont,California,United States,2,2,$12.94 
28107,Tara,Simpson,S,F,"$20,000.00 ",Partial High School,Clerical,Geelong,Victoria,Australia,4,4,$810.32 
28108,Roger,Yang,S,M,"$20,000.00 ",Partial High School,Clerical,Geelong,Victoria,Australia,2,2,$751.34 
28109,Leonard,Tang,S,M,"$20,000.00 ",Partial High School,Clerical,Geelong,Victoria,Australia,4,4,$778.62 
28110,Cassandra,Sai,M,F,"$20,000.00 ",Partial High School,Clerical,Newcastle,New South Wales,Australia,5,5,$845.31 
28111,Jon,Zhang,M,M,"$20,000.00 ",Partial High School,Clerical,Sydney,New South Wales,Australia,5,5,$865.31 
28112,Savannah,Evans,M,F,"$30,000.00 ",Partial College,Skilled Manual,Downey,California,United States,1,1,"$3,578.27 "
28113,Amanda,Powell,S,F,"$30,000.00 ",High School,Skilled Manual,Wollongong,New South Wales,Australia,2,2,$901.35 
28114,Jared,Cox,S,M,"$40,000.00 ",Partial College,Skilled Manual,Gold Coast,Queensland,Australia,3,3,$570.47 
28115,Deanna,Jiménez,M,F,"$40,000.00 ",Partial College,Skilled Manual,Caloundra,Queensland,Australia,4,4,$562.96 
28116,Sabrina,Dominguez,S,F,"$40,000.00 ",Partial College,Skilled Manual,Hawthorne,Queensland,Australia,4,4,$617.47 
28117,Craig,Vazquez,S,M,"$40,000.00 ",Partial High School,Clerical,Sydney,New South Wales,Australia,3,3,$565.47 
28118,Briana,Jiménez,M,F,"$80,000.00 ",Partial College,Skilled Manual,Brisbane,Queensland,Australia,4,4,$588.96 
28119,Curtis,Ma,S,M,"$80,000.00 ",Partial College,Skilled Manual,Milsons Point,New South Wales,Australia,2,2,$574.98 
28120,Pedro,Alvarez,S,M,"$80,000.00 ",Partial College,Skilled Manual,St. Leonards,New South Wales,Australia,1,1,$539.99 
28121,Julia,Robinson,M,F,"$40,000.00 ",Partial College,Skilled Manual,Victoria,British Columbia,Canada,2,2,$119.98 
28122,Gabriel,King,M,M,"$40,000.00 ",High School,Skilled Manual,Redmond,Washington,United States,2,2,$39.98 
28123,Daisy,Ortega,S,F,"$40,000.00 ",High School,Skilled Manual,Berkeley,California,United States,1,1,$4.99 
28124,Mackenzie,Kelly,M,F,"$40,000.00 ",High School,Skilled Manual,Daly City,California,United States,4,4,$21.26 
28125,Dalton,Jackson,M,M,"$60,000.00 ",Partial College,Skilled Manual,Fremont,California,United States,1,1,$4.99 
28126,Anna,Johnson,M,F,"$60,000.00 ",Partial College,Skilled Manual,Glendale,California,United States,2,2,$13.98 
28127,Fernando,Price,M,M,"$60,000.00 ",Partial College,Skilled Manual,Santa Cruz,California,United States,1,1,$4.99 
28128,Jeremiah,Lee,M,M,"$50,000.00 ",High School,Skilled Manual,El Cajon,California,United States,2,2,$12.94 
28129,Justin,Griffin,S,M,"$50,000.00 ",High School,Skilled Manual,Sooke,British Columbia,Canada,1,1,"$3,578.27 "
28130,Joshua,Taylor,S,M,"$60,000.00 ",Partial College,Skilled Manual,Langley,British Columbia,Canada,1,1,"$3,578.27 "
28131,Todd,Zhu,S,M,"$70,000.00 ",Partial College,Professional,Burbank,California,United States,5,5,"$6,011.31 "
28132,Clinton,Romero,S,M,"$80,000.00 ",High School,Skilled Manual,Hervey Bay,Queensland,Australia,2,2,$548.98 
28133,Willie,Huang,S,M,"$80,000.00 ",High School,Skilled Manual,Rhodes,New South Wales,Australia,2,2,$574.98 
28134,Terrance,Rana,M,M,"$80,000.00 ",High School,Skilled Manual,Lane Cove,New South Wales,Australia,2,2,$574.98 
28135,Carla,Madan,S,F,"$70,000.00 ",High School,Skilled Manual,Coffs Harbour,New South Wales,Australia,2,2,$548.98 
28136,Kelli,Raje,M,F,"$70,000.00 ",High School,Skilled Manual,Darlinghurst,New South Wales,Australia,1,1,"$2,384.07 "
28137,Kristi,Lopez,S,F,"$100,000.00 ",Bachelors,Management,North Sydney,New South Wales,Australia,2,2,$7.28 
28138,Marvin,Ramos,S,M,"$100,000.00 ",Bachelors,Management,South Melbourne,Victoria,Australia,2,2,$7.28 
28139,Carrie,Gutierrez,M,F,"$100,000.00 ",Bachelors,Management,Melbourne,Victoria,Australia,3,3,$127.28 
28140,Gilbert,Kumar,S,M,"$100,000.00 ",Bachelors,Management,Rockhampton,Queensland,Australia,2,2,$39.98 
28141,Joseph,Robinson,M,M,"$50,000.00 ",High School,Professional,Victoria,British Columbia,Canada,2,2,$94.48 
28142,Willie,Lin,S,M,"$50,000.00 ",High School,Professional,Ballard,Washington,United States,1,1,"$3,578.27 "
28143,Samuel,Gonzalez,S,M,"$60,000.00 ",Partial College,Professional,Spokane,Washington,United States,2,2,$13.98 
28144,Noah,Phillips,S,M,"$60,000.00 ",Partial College,Professional,Yakima,Washington,United States,3,3,$15.23 
28145,Brandon,Jones,S,M,"$60,000.00 ",Partial College,Professional,Burbank,California,United States,1,1,"$3,578.27 "
28146,Gavin,Washington,S,M,"$130,000.00 ",Graduate Degree,Management,Mill Valley,California,United States,3,3,$60.47 
28147,Omar,Black,S,M,"$60,000.00 ",Bachelors,Skilled Manual,Bellflower,California,United States,1,1,"$3,578.27 "
28148,Jon,Zhao,S,M,"$60,000.00 ",Bachelors,Skilled Manual,Bremerton,Washington,United States,1,1,"$3,578.27 "
28149,William,Miller,M,M,"$60,000.00 ",Bachelors,Skilled Manual,Lakewood,California,United States,1,1,"$3,578.27 "
28150,Connor,Chen,S,M,"$60,000.00 ",Bachelors,Skilled Manual,Lincoln Acres,California,United States,1,1,"$3,578.27 "
28151,Katherine,Walker,S,F,"$40,000.00 ",Bachelors,Professional,Downey,California,United States,1,1,$4.99 
28152,Ian,Rivera,M,M,"$70,000.00 ",Bachelors,Professional,San Carlos,California,United States,4,4,"$6,025.32 "
28153,Mackenzie,Torres,S,F,"$70,000.00 ",Bachelors,Professional,Oak Bay,British Columbia,Canada,3,3,$570.47 
28154,Katherine,Patterson,S,F,"$70,000.00 ",Bachelors,Professional,Long Beach,California,United States,3,3,"$5,971.33 "
28155,Taylor,Watson,S,F,"$70,000.00 ",Bachelors,Professional,Newport Beach,California,United States,2,2,"$5,962.34 "
28156,Gabrielle,Hall,S,F,"$70,000.00 ",Bachelors,Professional,Santa Cruz,California,United States,3,3,"$5,997.33 "
28157,Elijah,Edwards,M,M,"$70,000.00 ",Bachelors,Professional,Newton,British Columbia,Canada,2,2,$7.28 
28158,Clarence,Luo,S,M,"$70,000.00 ",Bachelors,Professional,Berkeley,California,United States,3,3,"$5,997.33 "
28159,Tamara,Yang,M,F,"$70,000.00 ",Bachelors,Professional,Berkeley,California,United States,5,5,"$5,978.61 "
28160,Melanie,Reed,S,F,"$70,000.00 ",Bachelors,Professional,Langford,British Columbia,Canada,2,2,$574.98 
28161,Jessica,Perry,S,F,"$60,000.00 ",Bachelors,Professional,Newton,British Columbia,Canada,1,1,"$3,578.27 "
28162,Bruce,Ward,M,M,"$60,000.00 ",Partial College,Skilled Manual,Grossmont,California,United States,1,1,"$3,578.27 "
28163,Rachel,Washington,M,F,"$60,000.00 ",Partial College,Skilled Manual,Woodburn,Oregon,United States,1,1,"$3,578.27 "
28164,Gabrielle,Coleman,M,F,"$60,000.00 ",Partial College,Skilled Manual,Lakewood,California,United States,1,1,"$3,578.27 "
28165,Alexa,Rivera,M,F,"$40,000.00 ",High School,Skilled Manual,Cliffside,British Columbia,Canada,1,1,"$3,578.27 "
28166,Cassidy,Coleman,M,F,"$40,000.00 ",High School,Skilled Manual,Coronado,California,United States,1,1,"$3,578.27 "
28167,Samuel,Hughes,S,M,"$60,000.00 ",Partial College,Skilled Manual,Los Angeles,California,United States,1,1,"$3,578.27 "
28168,Jacqueline,Ward,M,F,"$60,000.00 ",Partial College,Skilled Manual,Long Beach,California,United States,1,1,"$3,578.27 "
28169,Lucas,Blue,M,M,"$60,000.00 ",Partial College,Skilled Manual,Victoria,British Columbia,Canada,1,1,"$3,578.27 "
28170,Isabella,Johnson,M,F,"$60,000.00 ",Partial College,Skilled Manual,Glendale,California,United States,1,1,"$3,578.27 "
28171,Aidan,Henderson,M,M,"$60,000.00 ",Partial College,Skilled Manual,Burien,Washington,United States,1,1,"$3,578.27 "
28172,Charles,Moore,M,M,"$60,000.00 ",Partial College,Skilled Manual,Burbank,California,United States,1,1,"$3,578.27 "
28173,Timothy,Young,S,M,"$40,000.00 ",High School,Skilled Manual,Cliffside,British Columbia,Canada,1,1,"$3,578.27 "
28174,Marco,Subram,M,M,"$40,000.00 ",High School,Skilled Manual,Beaverton,Oregon,United States,2,2,$39.98 
28175,Clifford,Subram,M,M,"$40,000.00 ",High School,Skilled Manual,Beaverton,Oregon,United States,2,2,$7.28 
28176,Natalie,Roberts,S,F,"$60,000.00 ",Partial College,Skilled Manual,Newton,British Columbia,Canada,1,1,"$3,578.27 "
28177,Cameron,Henderson,S,M,"$60,000.00 ",Partial College,Skilled Manual,Royal Oak,British Columbia,Canada,1,1,"$3,578.27 "
28178,Katherine,James,S,F,"$60,000.00 ",Partial College,Skilled Manual,Victoria,British Columbia,Canada,1,1,"$3,578.27 "
